geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene9225,0.000000,0.000000,0.026455,0.000000,0.000000,0.000000,0.071702,0.049763,0.000000,0.000000,0.000000,0.088290,0.000000,0.000000
gene9226,0.155602,0.267635,0.482544,0.362492,0.000000,0.068755,0.118898,0.000000,0.000000,0.234439,0.091949,0.000000,0.000000,0.000000
gene9227,1.537147,1.578974,2.604957,3.317552,0.325839,4.837433,6.889472,6.240610,2.455497,3.701173,3.786381,3.360994,5.755733,0.078511
gene9228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9229,6.759578,2.335961,1.797863,2.132183,5.951351,4.559611,2.081625,5.483107,8.717471,10.373153,12.819890,2.835006,0.064487,0.000000
gene9230,59.045380,74.490195,47.312048,57.864048,62.503493,86.512376,77.808469,78.750759,100.479244,77.671536,64.996511,39.200205,128.728053,90.422520
gene9231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025752,0.000000
gene9232,0.000000,0.000000,0.000000,0.192511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9233,0.000000,0.000000,0.000000,0.000000,0.000000,0.073913,0.000000,0.000000,0.000000,0.000000,0.000000,0.013115,0.000000,0.000000
gene9234,0.991929,0.403597,0.885547,0.200940,1.023292,1.071394,0.947436,0.000000,0.253012,1.195600,1.641226,0.492565,0.000000,20.537145
gene9235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9236,96.617177,115.707458,95.563739,73.616905,163.933047,159.134974,150.814054,144.425848,170.173298,146.734488,159.153243,150.783936,381.541958,0.197086
gene9237,1182.189231,843.366699,1252.355348,895.137867,350.868494,396.175771,732.164580,526.169910,788.636048,797.568606,738.011624,723.624205,61.719323,1175.510024
gene9238,171.615170,76.147930,105.587080,77.398113,22.269817,39.984262,115.240312,111.746922,128.961190,87.735597,93.278884,181.841083,24.435285,0.000000
gene9239,0.000000,0.000000,0.000000,0.000000,0.000000,1.368529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.165501,0.000000
gene9240,2.460669,4.848966,3.045186,5.529979,3.360787,4.743885,1.538173,4.842791,3.220307,1.686603,2.506718,8.576861,1.227316,0.000000
gene9241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9242,8.120873,7.743856,7.114613,7.462838,5.121120,8.939875,13.702924,13.196201,13.033651,13.521746,11.930037,13.861289,12.001431,0.000000
gene9243,7.180204,7.083052,10.031980,17.422244,9.188549,5.396655,6.716939,8.791181,11.519737,9.879500,12.092368,15.092640,19.493788,9.356139
gene9244,172.316402,153.258209,121.314537,139.180855,83.475260,89.534901,121.634111,157.338187,108.501367,117.395410,126.799045,152.540300,26.821936,140.400288
gene9245,10.089277,7.401762,13.619162,9.472078,13.716128,8.486154,7.111643,2.409050,9.883365,4.774402,7.647231,4.725922,9.809392,0.000000
gene9246,8.500636,8.414223,5.496558,6.937886,1.659230,0.844192,3.284688,0.298961,2.516482,2.519878,2.809467,4.015052,1.810498,0.000000
gene9247,6.067691,0.000000,0.859195,0.000000,0.000000,0.000000,3.582688,0.000000,0.000000,0.035321,0.000000,0.330859,0.000000,0.164535
gene9248,0.000000,0.000000,0.000000,0.000000,0.026713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023010,5.731163,0.025746
gene9249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9250,0.089227,0.000000,0.363489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9251,0.000000,0.047651,0.000000,0.000000,0.312696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.335440,0.000000
gene9252,0.000000,0.093688,0.017805,0.000000,0.781839,0.106588,0.000000,0.447720,0.000000,0.000000,0.028509,0.000000,0.000000,0.000000
gene9253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9254,40.472576,30.360727,31.251912,44.854020,38.988448,25.974651,34.363367,27.076094,27.064634,33.943058,36.967415,31.419924,73.890134,2.479446
gene9255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9257,0.144571,0.074380,1.086567,0.837328,0.203376,3.027568,1.792616,0.000000,2.320312,1.514840,0.818578,0.000000,0.000000,0.000000
gene9258,10.512148,20.227284,17.099977,9.497585,10.716905,10.095011,16.587063,33.781942,14.456221,15.568985,13.790273,10.500531,2.846738,19.630471
gene9259,53.118774,63.655459,46.720421,64.029368,39.602391,38.390311,25.482199,14.420910,23.555662,47.309629,35.653501,18.505019,337.213220,0.824760
gene9260,0.000000,0.000000,0.000000,0.063956,0.000000,0.000000,0.361863,0.000000,0.000000,0.000000,0.000000,0.000000,0.986501,0.000000
gene9261,0.185267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9262,356.228740,357.637330,343.202100,303.082420,291.247903,310.765030,291.164559,280.614366,377.118104,313.767003,305.508055,324.758091,245.610537,0.000000
gene9263,0.000000,0.133495,0.000000,0.289393,0.082128,0.409749,0.000000,0.069776,0.024658,0.101955,0.417644,1.632974,0.019578,0.000000
gene9264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.215924
gene9265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9266,15.710770,10.171539,17.589838,23.159204,11.748907,8.798118,9.967612,12.106548,5.065985,7.551508,9.534032,10.282011,12.872413,0.000000
gene9267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9283,0.000000,0.000000,0.000000,0.697699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9284,0.000000,0.041864,1.630816,0.636859,0.000000,1.222446,0.096090,5.201548,0.934784,0.701028,1.486202,3.569255,0.000000,0.000000
gene9285,3.124542,3.606483,8.718540,6.960790,8.992306,9.742509,11.869977,4.213805,8.608106,8.186318,11.167719,4.568844,7.978064,0.000000
gene9286,5.424693,1.847432,4.398656,3.443177,0.983831,5.058273,2.863950,0.184892,0.952844,2.679070,1.462802,2.774693,4.720894,0.000000
gene9287,36.153046,83.240515,44.870106,79.164342,57.484469,68.233527,86.484562,84.147109,74.270921,66.791997,65.919764,71.694647,47.802773,258.082714
gene9288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042547,0.000000,0.000000,0.000000,0.026323,0.279409,0.000000,0.000000
gene9289,0.000000,0.000000,0.000000,0.000000,0.000000,0.117913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9290,0.452224,1.045750,1.852724,0.326554,2.076725,1.424546,0.473728,0.065756,0.054218,0.523098,1.436105,0.213886,0.000000,0.000000
gene9291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089715,0.000000,0.000000
gene9292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9293,0.066273,0.239625,0.264689,1.033377,1.823170,0.092190,0.825020,1.037256,0.006842,0.551680,0.325483,0.127597,0.635628,0.000000
gene9294,0.000000,1.627549,0.439885,0.379294,0.000000,0.000000,1.311481,0.041371,0.000000,0.258594,0.958899,0.000000,8.125726,0.000000
gene9295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9297,5.452125,4.501962,4.695979,8.781742,9.073135,9.041230,5.696188,6.157949,9.043608,6.000812,7.843092,9.480544,6.412861,0.000000
gene9298,17.710509,15.639948,21.437586,13.228236,4.929898,3.954893,12.485151,14.012039,9.830084,11.611724,9.749793,14.934320,1.547124,0.000000
gene9299,1.334278,2.891778,1.519545,2.047262,0.134904,0.000000,2.642416,0.589452,1.188093,6.066220,2.977650,0.000000,0.000000,0.000000
gene9300,15.648919,19.399070,23.106028,24.133410,62.508816,45.779915,67.008283,22.602354,29.734063,51.868069,54.729795,58.268076,1.477178,0.000000
gene9301,7.232687,3.800107,4.858552,3.575028,1.327359,2.782383,3.751131,3.811570,3.269685,3.301838,3.143253,3.533981,1.963262,0.014538
gene9302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9305,7.076507,4.327401,5.618757,4.051926,13.727265,5.213916,2.968825,0.000000,0.000000,0.953959,0.714283,6.611650,0.000000,0.000000
gene9306,0.000000,0.000000,0.028443,0.000000,0.367338,0.029720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9308,19.325852,27.612744,20.915241,16.839705,14.562436,32.526934,18.158007,15.241825,17.385802,20.145723,14.236184,31.986297,7.077318,0.000000
gene9309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9310,0.502198,4.966935,4.452707,5.855450,6.172500,3.233449,0.838739,2.716410,5.492958,5.292168,6.515132,4.723928,18.292405,0.000000
gene9311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.366163
gene9312,56.854506,49.278333,63.796847,65.175163,38.093897,57.124370,68.487395,44.188975,106.622270,90.372170,81.681520,55.687038,4.437161,0.000000
gene9313,0.701644,0.754875,1.063996,3.322414,1.357179,0.713718,1.958159,0.568295,0.305606,1.895419,3.149790,0.000000,0.000000,0.032701
gene9314,18.344367,12.823266,18.982414,10.716235,7.068591,10.590470,12.244295,23.177637,9.724156,6.252400,6.094152,18.620373,60.233819,0.144184
gene9315,5.179034,6.746035,11.612765,14.948215,27.781890,10.374281,30.273327,42.354445,23.373419,23.371937,30.819071,24.391096,0.436681,0.390650
gene9316,5.998812,10.074901,14.918118,20.249811,8.882028,1.837027,5.325768,12.498624,9.062790,8.069334,12.052408,1.466865,40.500216,0.000000
gene9317,16.587241,2.776141,9.808173,8.055484,0.000000,4.043008,5.799834,1.929839,0.980083,0.408918,0.297478,7.402355,0.000000,1.824361
gene9318,21.228918,13.510490,17.241593,15.482593,22.344281,11.982679,11.508051,14.443068,5.846910,13.084568,10.779371,7.283721,9.529152,0.000000
gene9319,0.423822,0.004442,0.000000,0.000000,0.029148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9320,0.009993,1.640086,0.742355,1.204493,5.164862,2.552222,0.973580,0.000000,0.092855,1.484549,1.726669,0.799195,0.398122,0.000000
gene9321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.294023
gene9322,104.368626,93.842808,84.204579,89.114482,112.626223,145.158013,100.494232,138.607129,93.881261,76.610048,84.682348,81.618262,266.613008,224.472254
gene9323,21.607435,21.671505,16.060057,17.399154,17.170058,15.113966,14.725807,33.476866,26.531427,12.921719,14.549958,24.906021,14.997150,0.022237
gene9324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9325,0.000000,0.000000,0.000000,0.056051,1.007810,0.407685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9326,30.439670,42.742845,47.465438,31.909348,28.732365,54.603088,72.934657,17.171359,46.445183,48.693881,51.521962,65.274163,45.502297,0.485828
gene9327,0.000000,0.000000,0.000000,0.000000,0.510454,0.045887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9328,3.756344,1.481219,3.522312,5.581076,0.155523,2.956911,7.914877,0.028314,3.828874,1.464098,0.908668,2.645763,0.000000,0.000000
gene9329,0.738330,3.075816,1.068944,3.866929,12.377208,1.155438,7.293070,0.000000,0.000000,1.339530,2.719572,2.747348,0.000000,0.000000
gene9330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9332,0.045552,0.000000,0.009096,0.000000,0.000000,0.009505,0.000000,0.000000,0.000000,0.009723,0.000000,0.000000,0.000000,0.000000
gene9333,8.593650,10.495040,12.764426,11.549760,9.256120,10.413023,14.453631,14.228154,17.026088,12.673066,11.415390,10.676168,16.837128,0.000000
gene9334,0.000000,0.049026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069281,0.000000,0.000000
gene9335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011715,0.000000,0.000000,0.000000,0.000000,1.518561,0.000000
gene9337,2.973251,9.043181,3.057139,5.276952,14.357352,5.596740,4.245720,10.661433,5.355586,8.758673,5.606468,7.092291,0.000000,0.000000
gene9338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020910,0.590810,0.248674,0.000000,0.000000,0.000000
gene9339,9.544480,21.777133,15.856693,18.108451,4.786362,9.404468,15.067281,28.780993,10.675141,14.345338,11.186045,8.392915,9.486628,0.000000
gene9340,6.261008,13.757108,14.709776,15.353312,11.095094,14.909689,9.751678,16.965237,10.762171,15.591735,15.144284,14.158482,10.941333,0.033791
gene9341,0.223093,0.926945,0.581977,0.262577,1.879048,0.000000,0.366832,0.712830,1.165052,0.618429,0.215601,0.410285,0.287514,65.239002
gene9342,1.633663,2.765609,2.703384,0.586419,1.185759,1.025961,2.229266,1.487149,0.059335,2.071725,1.678542,2.347749,6.666249,0.000000
gene9343,316.805150,230.668001,336.815647,423.007884,237.088772,197.174242,161.399804,218.503625,119.568668,234.431277,212.109522,59.073449,317.052698,449.875848
gene9344,0.039915,0.139301,0.014348,0.082475,0.432360,0.559682,0.181474,0.287870,1.157164,0.291371,0.834025,0.000000,0.070675,0.000000
gene9345,3.925741,4.579848,6.828614,5.514469,7.193837,9.269183,2.180718,0.000000,1.759878,0.859975,1.833459,3.534330,0.000000,0.000000
gene9346,19.624488,16.262795,16.114594,21.518543,11.308271,17.016468,6.907075,18.446081,14.617472,9.670413,11.732372,10.366864,35.171365,0.025048
gene9347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9348,3.816004,4.364660,1.838000,2.816022,3.531221,2.476015,6.422664,0.857180,3.651801,5.747514,5.756512,2.720620,0.000000,0.000000
gene9349,0.000000,0.032448,0.000000,0.177702,0.000000,0.000000,0.279291,0.038766,0.000000,0.000000,0.000000,0.000000,1.294369,0.000000
gene9350,0.000000,0.000000,0.000000,1.492309,4.470213,0.000000,4.690686,0.000000,0.000000,0.493284,2.901997,0.128352,0.000000,0.000000
gene9351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.414289,1.183623,0.000000,0.000000,0.000000
gene9352,9.596296,4.200445,8.461793,4.647295,12.807750,1.201406,8.083138,6.961447,4.123998,2.937985,8.073597,6.655298,76.263153,0.000000
gene9353,0.000000,0.000000,0.000000,0.144974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035916
gene9354,4.541420,0.037908,2.504000,1.522439,1.865712,1.106935,9.919163,0.000000,5.302792,0.823508,0.645969,4.419435,0.000000,0.000000
gene9355,0.565143,2.690077,1.936924,3.552986,1.220256,6.647485,4.566903,13.003580,1.392187,3.080174,4.832251,9.337198,0.000000,0.000000
gene9356,3.060308,6.341999,3.318822,3.230932,3.560343,10.738955,10.192226,8.659277,17.725783,12.959168,11.982967,8.798357,9.492636,0.000000
gene9357,0.000000,0.039096,0.145848,0.014274,3.559837,0.680022,0.084708,0.000000,1.533762,1.375519,2.722371,6.164611,0.000000,0.000000
gene9358,73.725095,71.844457,83.154063,62.766237,44.498338,32.408415,45.013449,22.016222,45.704285,41.701936,41.425798,46.698869,33.695519,0.137989
gene9359,46.208524,53.876072,78.191196,43.641909,27.687176,28.242514,41.316981,54.663256,44.573410,37.488351,45.323066,38.503096,2.006102,0.000000
gene9360,17.405034,14.292875,9.748835,9.382861,13.861165,7.632019,15.110436,0.280392,10.797099,15.550393,14.197572,18.639019,30.014057,14.917963
gene9361,0.000000,0.000000,0.489810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9362,449.654624,370.448960,437.818957,514.566794,276.849900,304.772418,348.717315,459.907688,345.174050,361.443591,352.971514,307.298540,48.418496,0.000000
gene9363,8.391974,10.138800,7.130635,8.952098,4.345901,11.008608,8.849042,0.000000,8.139445,13.273532,12.830169,16.867701,17.315990,0.747959
gene9364,391.678487,357.570426,382.222097,315.462607,306.557013,236.709611,400.443084,287.302883,380.733596,487.151356,510.129342,388.681913,165.819261,1133.894590
gene9365,8.248170,18.797344,16.675769,16.407738,18.127782,13.768371,21.073772,46.184936,12.471999,13.056272,21.272119,20.622354,0.000000,0.000000
gene9366,0.000000,0.000000,0.000000,0.245268,0.044084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9367,0.024634,0.604114,1.593830,0.275707,0.000000,0.678484,0.000000,0.000000,0.297562,0.694045,0.445432,0.361179,0.000000,0.000000
gene9368,6.946463,6.391897,8.855938,6.990019,3.804120,3.543438,2.547361,0.072902,11.241006,5.405993,7.717431,9.011071,2.577355,0.096484
gene9369,0.000000,0.000000,0.000000,0.000000,16.203262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9370,0.558388,0.351123,0.892057,0.000000,0.576043,0.466048,0.604454,1.258475,0.000000,4.052267,3.365626,0.992371,0.000000,0.000000
gene9371,0.000000,0.000000,0.000000,0.000000,0.274964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043063,0.000000,0.000000
gene9372,6.272052,6.806196,3.607187,7.775820,0.000000,6.030553,0.000000,8.594525,0.466233,1.028144,2.016222,0.000000,0.888445,0.000000
gene9373,1.120919,1.577784,0.000000,0.148469,0.000000,0.000000,0.000000,5.829895,2.339465,0.000000,0.000000,0.000000,0.000000,0.000000
gene9374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9375,0.000000,0.000000,0.237361,0.000000,0.891779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072014,0.000000,0.000000
gene9376,37.613782,52.478957,37.847217,36.803475,13.466498,18.644737,22.408052,9.150192,24.461777,19.678569,27.763041,36.910120,24.741508,0.000000
gene9377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9378,0.000000,0.827704,0.000000,0.000000,8.497780,0.070878,4.044776,0.000000,0.000000,0.000000,0.000000,0.000000,47.991856,0.000000
gene9379,0.000000,0.000000,0.000000,0.000000,0.922142,0.000000,0.087966,0.000000,0.000000,0.000000,0.000000,0.000000,2.518020,0.000000
gene9380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9381,37.493425,46.511040,40.216098,44.477812,24.988081,15.491698,19.087720,23.983898,19.201348,21.789614,19.764598,15.998667,18.486620,59.516760
gene9382,0.000000,0.000000,0.967994,0.000000,0.000000,0.000000,0.000000,0.025645,0.211461,0.000000,0.000000,2.942375,0.000000,0.000000
gene9383,5.847137,4.388120,4.541012,6.186510,1.855350,3.649874,7.067357,2.859569,5.753569,6.951829,7.490787,8.330046,0.254468,0.036807
gene9384,5.150618,3.969835,2.962227,4.409046,0.910880,2.431932,7.550863,0.795997,8.860727,10.290070,8.751684,8.669881,5.471944,0.000000
gene9385,1.734491,2.224510,2.123064,1.890795,2.741923,0.781112,2.512446,0.028123,1.576880,2.029529,2.782841,2.195486,4.142759,0.000000
gene9386,0.000000,0.000000,0.000000,0.000000,0.000000,1.704690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9387,2781.968588,2651.371991,3255.406476,3503.096555,4074.916430,5347.130557,3952.704720,4531.801925,4626.817124,3599.244626,3897.447540,5023.390956,4375.971849,2828.242165
gene9388,1.510882,0.193856,0.086521,0.717343,1.203371,0.000000,0.000000,0.000000,0.000000,0.910555,0.770050,0.000000,0.000000,0.000000
gene9389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9390,0.441291,0.037840,0.000000,0.000000,0.041386,3.381808,1.476517,0.000000,1.515913,0.000000,0.026867,1.669728,0.000000,0.000000
gene9391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9393,4.891844,7.134503,6.302422,7.209527,4.134885,0.184389,5.192918,6.401652,1.427170,5.995344,7.609056,7.109306,1.443618,0.000000
gene9394,142.394340,104.344643,114.246959,130.603846,82.102334,68.437904,80.446886,72.170022,53.284025,91.341533,83.568518,74.490614,20.362793,189.743698
gene9395,3.065995,1.156769,2.204146,2.639644,1.581467,2.558977,0.663786,0.230334,0.949627,2.879435,1.847997,0.681114,0.904797,0.000000
gene9396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9404,0.000000,0.000000,0.053203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
