geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene10648,0.012402,0.024154,8.324522,0.020795,0.281445,0.456727,0.000000,6.967812,0.017532,0.015148,0.097680,0.597783,0.520455,0.052287
gene10649,6.360590,0.000000,0.330270,0.016283,0.186480,9.455864,7.181720,3.295012,4.187205,0.000000,0.012748,1.527453,0.724508,0.900746
gene10650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.824090,0.000000,0.000000,0.000000,0.000000
gene10654,0.518370,11.610785,58.271900,65.538938,21.899708,55.745103,32.288770,43.011152,31.072366,56.480061,15.923479,19.726574,52.694318,61.341500
gene10655,36.723884,86.854637,3.199117,116.778781,50.423111,32.782353,28.272329,92.661421,22.413523,24.224661,53.355623,78.542307,49.822991,27.548006
gene10656,54.028174,15.910679,117.038684,46.220137,61.844439,131.110674,64.262035,13.555251,45.325826,18.889558,3.694920,9.110600,43.698795,3.091824
gene10657,65.073566,32.645249,84.807537,69.534794,19.351452,20.707063,8.913069,9.173323,65.233256,28.425991,31.601665,78.945770,18.267592,1.642339
gene10658,0.000000,23.370096,147.932110,0.000000,71.392936,160.233359,125.793705,193.311626,103.384613,176.397067,63.378490,112.036881,21.629816,90.003379
gene10659,0.000000,0.000000,0.000000,0.000000,0.000000,6.530458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10660,21.267605,44.341497,60.046087,47.441347,2.193926,26.108444,28.291656,31.473728,33.346787,7.950897,22.885153,9.156149,37.364511,34.373086
gene10661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10662,0.510395,18.774946,4.858803,7.391381,0.040501,0.512648,8.097102,0.669279,12.692974,0.000000,0.000000,1.706877,5.372993,0.000000
gene10663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10664,56.580849,46.862912,30.132992,29.088860,76.623287,35.192270,35.861308,52.790552,48.226642,53.382657,28.640510,47.399566,16.929042,7.172124
gene10665,2.579153,31.526213,10.984624,0.248550,0.517533,6.594425,8.822524,0.285074,9.094616,2.281320,7.939052,9.777309,6.773602,0.499964
gene10666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10667,25.516493,42.956496,14.836797,62.462862,43.912317,59.919788,70.198078,25.454441,75.314156,47.371975,76.586047,17.266356,64.117980,72.231843
gene10668,120.576813,41.447609,2.869954,87.497393,59.732529,35.428446,40.675008,175.801116,27.714973,38.367232,10.571567,19.505901,79.180369,4.352951
gene10669,181.460387,126.387719,141.558122,47.833055,158.085509,77.512070,63.139739,48.305249,105.936785,122.179794,140.212307,152.142653,107.489848,127.064902
gene10670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10671,0.000000,0.000000,0.000000,0.000000,0.000000,0.709959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.295350
gene10672,0.000000,0.000000,0.000000,0.000000,0.000000,1.733309,0.000000,33.034219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10673,48.332824,30.442745,23.325547,48.164564,28.563507,16.363028,27.820697,29.120188,42.321798,33.281111,55.545089,21.179133,31.258922,22.661896
gene10674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10675,0.000000,0.000000,0.000000,0.000000,0.000000,0.014321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10676,0.103147,0.000000,5.485678,0.000000,0.158911,0.357588,5.054990,0.031262,0.000000,0.000000,1.961723,0.000000,3.372108,1.034102
gene10677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10678,5.825218,13.292401,5.366988,69.524275,89.979168,42.023396,60.361561,32.323111,60.755664,9.766302,0.374856,27.890926,43.940301,29.135383
gene10679,216.175586,94.724419,87.894592,66.716586,98.065641,80.199861,113.382205,88.481979,122.150160,135.046192,132.232206,92.078642,63.123309,51.886370
gene10680,0.320116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113140,0.000000,17.544718,0.000000,0.000000,0.449894
gene10681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10683,18.070430,10.462337,2.923313,13.810731,15.225911,16.385538,24.377329,27.006533,13.253762,18.147576,14.149624,51.039872,32.368370,21.922119
gene10684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10685,29.378495,24.668236,3.143997,21.720645,2.108037,11.340165,13.743365,8.652259,2.812867,12.771971,6.953158,12.845749,4.990851,27.789386
gene10686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10688,0.000000,0.068148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.448612,0.217081,0.000000
gene10690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073079,0.025069,0.064980,4.003851,0.000000,0.000000,0.000000
gene10691,0.000000,6.047724,0.000000,0.040206,0.000000,3.673466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10692,0.000000,0.318031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230847,0.000000,0.000000,0.000000,0.253808,11.473991
gene10693,0.032788,38.029752,33.219559,4.618337,1.087563,0.434715,0.000000,0.045042,11.959318,0.000000,0.731728,0.000000,0.000000,10.598589
gene10694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10695,63.507360,86.358615,61.128952,107.783479,127.278847,110.242506,94.709949,61.920596,123.966628,89.023984,105.830307,96.684149,76.897020,63.089488
gene10696,0.000000,0.000000,22.313258,0.000000,1.450749,9.383800,23.879721,27.163001,0.000000,9.725859,0.000000,34.576347,38.779241,12.146350
gene10697,20.640043,0.000000,37.741626,0.304039,37.509557,0.623249,18.106437,0.000000,1.281679,0.036913,0.039671,5.213374,44.103119,4.204622
gene10698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.358753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053268,0.000000,0.000000,0.000000,0.000000
gene10700,0.086073,14.626504,22.570854,89.121519,1.126921,63.650692,33.103334,41.087551,17.643796,52.514175,20.225148,20.744176,11.237811,51.590652
gene10701,0.000000,0.000000,0.000000,0.000000,0.000000,2.889195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.565745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10703,0.000000,0.000000,1.236025,0.000000,20.854354,6.510158,0.887528,0.000000,18.547686,28.845899,104.877694,10.160523,0.000000,0.000000
gene10704,0.000000,0.000000,0.000000,0.000000,0.000000,1.203102,3.456563,0.000000,0.040512,0.000000,0.300944,0.145400,0.000000,0.040273
gene10705,0.000000,0.000000,0.018409,0.000000,0.000000,0.000000,0.010168,0.014128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10706,14.447187,0.604110,14.581376,0.958065,0.398978,2.140291,5.116449,2.377106,12.623933,0.059820,9.686338,18.305486,7.256900,34.711993
gene10707,10.011602,13.075439,7.821418,12.092800,13.219336,13.436061,34.204536,1.923122,28.577282,14.483078,29.487502,10.977655,24.924566,12.490357
gene10708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10709,6.199707,53.543839,23.158070,6.357746,18.426004,12.944666,13.869863,16.716655,19.050531,2.503409,9.651999,29.962167,4.937657,16.633950
gene10710,0.000000,0.000000,0.000000,0.000000,0.000000,20.562450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10711,4.096020,59.802424,40.816621,17.305977,37.329708,0.000000,0.000000,0.177224,0.182384,5.042645,91.663852,2.782002,29.877923,47.729708
gene10712,104.611939,0.000000,81.327417,77.251310,2.554995,94.020818,102.990904,29.196436,6.387134,88.763749,52.960319,91.372618,52.420497,56.608969
gene10713,0.000000,20.378084,21.431392,12.660591,38.413246,15.518799,6.576416,45.094288,15.502971,0.131752,11.374853,14.320780,0.000000,6.265715
gene10714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.517046
gene10718,32.242913,242.091836,334.010851,63.331127,234.692370,98.306107,108.184301,236.564189,180.271268,211.162296,228.293952,267.891336,340.055140,68.099464
gene10719,0.000000,0.459495,0.052787,0.049449,0.102963,5.430269,12.741479,1.579924,0.291833,0.000000,7.394059,1.122223,4.812855,1.036119
gene10720,145.379064,104.551078,125.330776,184.432436,161.789313,28.630149,74.680155,149.055892,74.028322,76.660694,80.772675,99.258021,68.859029,112.833405
gene10721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068055,0.000000,0.070674,0.043300,0.000000
gene10722,41.366691,22.671308,36.695239,0.051229,4.480118,0.000000,0.030206,9.904762,0.000000,0.820995,24.825751,13.098912,21.511647,13.954461
gene10723,123.659802,116.635630,107.973064,96.552947,137.142968,103.623201,131.063238,128.698389,54.210560,242.024360,66.109840,104.546944,51.135958,46.804499
gene10724,71.956599,20.493682,17.095675,12.364175,4.004752,16.552045,14.233530,10.032872,76.709377,18.785477,26.642058,18.469169,7.313220,6.579590
gene10725,0.000000,0.000000,0.100591,0.188459,0.000000,24.823450,28.342645,43.770857,0.000000,0.068642,31.130953,0.000000,0.087346,0.000000
gene10726,81.031362,96.206301,35.588471,138.243398,90.858128,51.417847,36.868126,46.855383,49.844120,94.765933,125.395621,149.749672,85.155292,44.209788
gene10727,0.000000,0.000000,0.000000,0.000000,0.000000,4.735761,0.000000,0.000000,0.000000,0.000000,0.000000,1.208266,0.092533,0.000000
gene10728,0.000000,0.000000,0.000000,1.710359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10729,13.125441,3.334099,0.033952,8.110280,1.059597,3.311081,4.247631,2.748933,0.026815,6.185989,0.896380,10.249616,10.480771,0.026657
gene10730,2.271042,16.072675,24.531517,33.616683,25.052654,7.181416,15.563018,15.760450,7.085578,29.510211,16.988324,12.069619,25.287973,5.062756
gene10731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10734,24.860385,0.044778,0.137178,0.102802,0.615410,1.512773,3.940020,0.021055,0.000000,0.336990,6.458660,3.499591,0.690875,0.129243
gene10735,0.000000,14.005355,0.000000,0.035153,0.011832,4.958183,0.020728,0.000000,4.030729,0.524953,0.017794,4.281467,1.380035,0.780772
gene10736,0.363375,24.847036,19.141858,5.919081,24.604250,2.217682,8.314637,14.476298,1.247598,4.248371,15.707619,1.975463,0.000000,0.948425
gene10737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.031732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10738,0.000000,0.000000,0.000000,0.000000,0.000000,1.815607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10739,0.548778,3.562829,32.089035,0.438191,16.058247,2.040301,5.399958,16.549248,1.699420,0.510721,17.324007,0.000000,0.852983,22.549834
gene10740,81.499149,74.390209,151.167324,89.671433,54.821142,96.907377,92.308446,146.328037,71.999673,167.431892,98.615706,81.825797,122.700867,40.555350
gene10741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036682,0.000000,0.000000,0.235626
gene10742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10743,41.536007,54.665609,0.712625,0.000000,7.876657,0.000000,0.000000,0.000000,48.027343,1.783048,0.000000,0.000000,60.229497,1.492012
gene10744,0.000000,0.000000,0.000000,0.000000,0.000000,0.044988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10745,0.000000,0.000000,1.756966,0.000000,0.068540,0.000000,0.000000,0.000000,0.444041,0.000000,0.000000,0.099606,0.000000,0.000000
gene10746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10749,32.701422,8.878228,24.358070,20.923718,1.830966,102.012627,70.354782,8.681701,0.038019,20.924860,0.282426,23.128792,9.948460,9.146406
gene10750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10751,58.326956,51.658329,56.326465,65.083088,34.554129,49.966528,64.622896,34.095812,42.694786,37.190406,47.604259,69.792434,40.087196,41.044226
gene10752,30.237180,22.214584,20.030891,131.232482,73.633159,35.453734,0.815616,42.225274,56.791265,188.866421,124.539280,81.166048,93.938479,68.351216
gene10753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049351,0.000000,0.000000,0.000000,0.000000,0.018613,0.000000
gene10754,57.229078,1.180421,102.131575,128.192860,95.222284,10.331038,5.392952,195.652374,194.739359,87.671798,35.120094,96.427300,88.818833,152.464402
gene10755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10756,38.549909,9.315622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10757,0.000000,0.000000,0.000000,4.162487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531060,0.000000
gene10759,0.000000,0.000000,0.000000,0.000000,0.000000,0.010266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10762,0.000000,8.745245,33.270371,0.000000,0.729149,24.612525,0.000000,0.000000,7.381266,0.000000,5.483254,0.000000,3.895408,12.767217
gene10763,0.103380,2.818965,54.590805,37.097084,3.970485,13.401842,57.750714,113.472041,174.067698,91.172833,171.540679,78.945040,47.885083,128.147117
gene10764,0.000000,0.000000,0.860658,14.834631,21.320018,19.478138,7.415944,0.528403,16.313630,14.388889,43.740750,6.099037,13.676281,16.352666
gene10765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10766,1016.166638,1120.879458,1085.192052,918.610172,617.116685,813.149765,716.248007,1197.346898,1102.438622,1119.385762,475.316780,678.957081,985.825161,678.043529
gene10767,0.292834,0.374286,10.352307,37.716809,2.832889,2.156891,8.269475,0.075425,15.394986,0.134132,11.316153,13.905945,4.494675,0.102885
gene10768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034629,0.000000
gene10769,0.000000,36.827692,105.472938,144.540238,93.649024,37.574763,208.685463,85.777808,103.205121,30.078406,0.000000,42.393115,43.748282,84.043933
gene10770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10771,0.000000,0.000000,0.099032,7.179931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10772,15.039792,60.683572,16.472364,9.611277,12.025707,65.458300,77.362879,57.356644,67.130577,65.002367,49.150492,25.347443,11.524727,23.427100
gene10773,0.411944,6.285027,8.169107,0.027089,2.298461,13.862343,21.267124,6.313687,4.305035,0.966903,3.743033,8.073899,5.712475,5.278637
gene10774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067748,0.000000,3.705314,0.000000,0.000000,0.000000,0.000000,0.072225
gene10775,0.000000,0.000000,0.439103,1.590493,8.736152,0.000000,0.000000,0.022466,0.000000,0.000000,12.194003,3.111698,0.000000,5.102360
gene10776,0.000000,1.576513,4.031660,0.000000,0.122872,9.539340,0.000000,0.000000,0.000000,0.000000,1.016400,0.000000,0.000000,0.000000
gene10777,0.000000,0.000000,0.000000,0.000000,0.043696,2.562618,0.000000,1.151872,0.000000,2.889198,0.000000,0.000000,1.167139,1.776433
gene10778,0.000000,0.000000,0.310825,0.000000,0.000000,0.170537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10784,16.564196,2.472131,11.670531,9.523822,11.206529,17.958001,12.170088,34.220107,28.890923,11.098039,2.205631,17.976908,10.786797,18.595315
gene10785,51.546373,31.975818,52.799197,26.694514,37.429297,39.527783,36.557434,73.059883,22.233962,32.187390,69.268592,22.636931,41.656708,57.061753
gene10786,7554.218710,6055.997732,3331.105595,9104.660714,12703.962490,9932.918758,8931.179089,7614.375480,8650.171452,13555.205630,3995.111215,5567.598619,5391.620832,3491.105847
gene10787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.825725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10788,0.032068,54.495366,8.897370,0.967901,1.791444,3.968200,10.589802,13.259924,13.782007,7.050716,3.999228,9.193254,10.517170,10.591088
gene10789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.133535,0.000000,0.100336,0.000000,0.000000,0.000000
gene10790,0.019538,0.038051,0.209825,0.032760,0.034106,0.086342,0.212476,0.080514,0.000000,0.023864,0.051295,0.148693,0.030367,0.082370
gene10791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10794,0.000000,48.166275,5.112891,0.000000,0.065611,0.000000,0.000000,0.000000,0.000000,0.045908,24.471309,0.000000,7.944716,0.000000
gene10795,0.000000,0.328670,0.063592,0.059572,0.062019,0.000000,0.105374,2.293746,0.025112,1.019766,0.069956,0.135194,0.165660,0.099856
gene10796,0.000000,0.000000,0.250146,1.205111,0.034851,5.793575,0.000000,0.027425,0.056446,0.829098,5.424866,8.913938,4.623479,0.000000
gene10797,0.000000,0.000000,19.518073,0.000000,0.453217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10798,0.000000,0.000000,12.378937,0.470113,0.652582,0.137669,1.755564,1.797316,3.699295,0.684911,1.472166,40.305260,34.571321,3.152141
gene10799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10800,244.279607,327.043786,272.969851,321.322813,316.280878,276.781042,268.121472,462.981822,293.958344,334.526483,181.050234,284.076524,366.053089,329.159195
gene10801,0.010924,0.000000,0.000000,0.000000,0.000000,0.008046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10802,0.000000,0.000000,1.859769,0.000000,0.000000,0.000000,0.000000,2.140895,0.000000,0.000000,0.000000,1.976889,0.807458,14.236575
gene10803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10804,33.374843,32.502201,1.116415,0.433630,7.860625,10.890869,4.557178,0.020897,0.000000,0.055743,7.268853,6.869463,6.313057,0.106894
gene10805,0.000000,0.000000,0.000000,0.000000,0.000000,0.563084,0.000000,0.331635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10806,0.000000,0.000000,0.000000,3.130069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494984,0.000000,0.000000
gene10807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.246861,0.000000,0.000000,0.000000,0.000000,0.000000
gene10811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
