geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene11821,0.000000,0.618227,2.764938,18.955578,15.664816,7.810134,2.760873
gene11822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11823,90.257145,86.620011,118.042850,187.141579,95.015372,76.644052,154.765306
gene11824,0.000000,0.053717,2.629056,29.875172,0.169080,0.000000,0.037585
gene11825,72.737604,48.284454,14.813885,37.674234,36.015051,16.805711,18.311038
gene11826,5.446946,0.147678,8.673347,8.715087,6.786566,1.219838,4.608485
gene11827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11830,4.076559,1.727727,4.623113,0.928332,0.000000,2.281723,0.000000
gene11831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11836,0.000000,0.000000,21.903457,0.024832,0.103508,0.035507,13.713393
gene11837,25.996512,30.140618,58.246000,55.117571,65.241135,78.882420,46.728222
gene11838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11839,1.962260,2.808838,3.663252,2.024680,1.406569,2.688339,3.037360
gene11840,46.808216,73.554719,30.190607,70.956541,59.659303,82.589462,45.503978
gene11841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11842,0.000000,7.991349,0.000000,0.000000,0.000000,0.000000,0.000000
gene11843,240.102974,234.664869,57.308760,216.874665,179.105218,233.331644,148.551749
gene11844,103.417738,141.432883,164.686123,91.767743,158.753195,152.542108,159.732424
gene11845,0.022710,4.421392,0.000000,0.334769,0.000000,0.000000,0.000000
gene11846,58.012352,3.178790,25.482749,74.863319,68.371570,59.850840,86.186813
gene11847,0.000000,0.000000,1.361004,0.000000,0.000000,0.000000,0.000000
gene11848,38.846000,18.881128,18.708295,37.944482,18.596079,26.585570,27.998878
gene11849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11850,0.000000,0.000000,0.000000,27.663658,67.289474,0.000000,15.301591
gene11851,132.026843,114.544940,33.581104,88.615163,93.759765,58.046812,153.682512
gene11852,1.801184,37.208377,16.906601,5.757376,0.000000,0.000000,0.000000
gene11853,2.936022,31.210608,60.140251,16.491764,45.321557,44.361194,19.361383
gene11854,111.730793,107.510040,133.902293,90.644626,192.606948,128.964274,135.615842
gene11855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11856,92.083941,81.683719,52.728288,123.480746,31.561312,62.188065,98.820964
gene11857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11858,50.165457,0.042600,0.035948,0.000000,0.435786,15.903608,0.000000
gene11859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.725259
gene11861,83.842909,105.901510,58.240840,35.104680,27.222690,50.416488,72.879870
gene11862,133.693102,50.089455,46.357979,181.452961,86.459909,0.560781,28.425403
gene11863,0.120242,0.500674,45.633453,8.294348,38.710086,32.642224,18.217008
gene11864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11866,5.744687,0.583480,2.523424,0.000000,3.673168,0.000000,0.000000
gene11867,39.945568,109.643125,42.606999,30.593563,20.525490,32.009854,36.794598
gene11868,94.750225,94.534811,135.266239,165.276178,145.545104,89.869679,112.159447
gene11869,0.325728,5.021535,0.011006,0.125578,3.222752,0.021125,0.009126
gene11870,0.000000,0.000000,0.000000,0.000000,49.668016,0.000000,0.000000
gene11871,854.483964,903.546374,489.943690,779.853367,364.406337,690.429388,868.216432
gene11872,251.599655,209.133695,502.576049,197.048342,493.011401,380.387360,351.967374
gene11873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11875,35.131897,37.325535,0.000000,0.339590,0.000000,0.000000,23.913815
gene11876,1.709037,7.248939,0.000000,1.455575,0.000000,1.627676,14.247799
gene11877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.214575
gene11878,0.000000,0.081364,0.000000,0.000000,0.000000,0.000000,0.000000
gene11879,122.260699,65.855711,73.034065,46.953758,80.959158,72.196977,70.848371
gene11880,121.894860,51.613898,182.910142,118.235286,151.877710,112.918008,128.841886
gene11881,44.099878,81.503841,2.102333,83.652453,0.280068,93.960582,0.249029
gene11882,19.495068,0.000000,17.398828,0.000000,0.000000,0.000000,0.000000
gene11883,35.499023,17.555163,16.423426,15.276582,13.884575,27.708759,1.918602
gene11884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11885,22.251948,14.479146,83.571841,99.223906,189.818763,43.618569,56.530718
gene11886,9.152908,5.832220,12.021296,14.602236,0.000000,4.645590,0.022299
gene11887,303.815171,58.997836,191.438055,162.099613,102.071392,195.686664,227.083151
gene11888,0.000000,0.000000,0.000000,0.000000,0.000000,0.051747,0.000000
gene11889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11893,0.101406,0.105565,0.124721,0.023915,0.099686,0.410370,0.251139
gene11894,3.380005,7.225791,16.519258,3.918213,5.497807,9.724916,0.549807
gene11895,0.026875,0.000000,0.000000,12.661040,6.583052,14.773030,1.801067
gene11896,0.140997,0.000000,0.000000,0.000000,0.000000,0.059438,0.051355
gene11897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11898,13.827770,15.431869,16.670848,29.098950,1.769199,16.397005,4.221196
gene11899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11901,0.000000,0.000000,0.000000,0.017343,0.024097,0.000000,0.021426
gene11902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11904,44.846483,16.611860,13.421280,31.347304,35.906074,11.821050,12.439296
gene11905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11906,154.060727,130.492533,196.219640,184.554325,125.083767,129.501289,195.850819
gene11907,79.561500,47.095509,42.828146,57.149506,69.526820,56.999167,40.881661
gene11908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11909,113.585660,21.821069,139.610373,104.550033,141.664166,122.343070,243.514392
gene11910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11912,0.000000,0.000000,0.000000,0.000000,0.083728,0.000000,0.000000
gene11913,1.765468,2.858815,7.237873,3.623808,10.230712,13.506098,5.191363
gene11914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.586028
gene11915,2.705807,49.623090,11.824690,0.245452,20.860003,7.604243,12.028498
gene11916,259.391305,392.468312,460.039781,508.277914,500.617945,368.816248,370.433851
gene11917,62.968417,31.810561,135.850797,70.571732,68.181320,96.498463,100.713439
gene11918,0.174712,31.831385,0.153489,0.154524,0.214699,0.000000,7.508909
gene11919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11921,0.000000,24.177049,0.000000,0.648946,0.090166,0.927911,0.000000
gene11922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11924,0.000000,0.000000,0.000000,0.000000,0.000000,0.039174,0.000000
gene11925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11927,0.000000,1.953841,0.000000,1.283616,0.000000,2.658178,0.000000
gene11928,24.428768,29.524867,17.583446,27.417600,5.870223,18.250873,22.244048
gene11929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11930,167.414013,177.256515,76.306897,153.293780,194.438692,236.365726,57.002912
gene11931,47.548166,25.738973,36.281174,81.639930,44.257254,25.454906,41.344344
gene11932,9.394379,50.335528,25.972720,29.322984,0.000000,126.490596,74.062940
gene11933,17.785533,12.344027,15.625024,14.526036,16.189398,17.660683,5.374187
gene11934,440.108611,318.416295,259.311310,141.920252,309.934983,126.754106,285.112822
gene11935,12.579936,8.029345,16.716589,7.753032,3.625263,0.692866,8.150812
gene11936,49.830422,22.233749,31.630404,11.865702,23.888499,0.000000,9.373964
gene11937,0.000000,0.000000,0.000000,0.705039,7.260528,0.000000,0.000000
gene11938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11939,10.530030,0.224643,4.132567,0.000000,0.000000,0.000000,0.094309
gene11940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11947,0.000000,0.000000,0.000000,0.000000,0.000000,3.877206,0.000000
gene11948,11.274465,59.767954,58.869628,104.415306,100.427598,32.614381,35.637736
gene11949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.026244
gene11950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11951,0.000000,3.381279,35.213447,0.560488,0.713857,0.000000,11.079131
gene11952,0.000000,0.000000,6.560763,4.610548,0.000000,0.000000,0.000000
gene11953,13.396355,6.878849,35.360490,23.124991,39.678683,13.543181,10.288512
gene11954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11955,0.037658,1.136954,1.356425,4.174385,0.000000,0.000000,0.109727
gene11956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11957,0.000000,0.000000,0.000000,0.895298,0.000000,0.000000,0.014457
gene11958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11959,122.905945,105.616215,118.716870,87.270256,104.739546,205.928802,137.281406
gene11960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11961,0.000000,0.000000,0.000000,0.000000,0.000000,0.199583,0.000000
gene11962,0.000000,0.514699,0.048258,0.000000,0.000000,0.000000,0.000000
gene11963,56.090838,34.154021,1.827132,1.711178,17.108044,3.298006,11.139091
gene11964,50.664207,42.381267,94.362807,18.681698,47.814980,84.809990,56.020791
gene11965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11967,0.000000,52.920170,36.714297,42.543599,0.000000,19.558357,50.571705
gene11968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11969,613.326156,383.900198,459.618924,289.994739,465.731726,603.191051,464.877321
gene11970,2113.103193,1016.198635,2340.900036,2354.029292,1232.845981,1356.043167,1450.041043
gene11971,0.000000,0.196630,4.231084,0.000000,0.000000,0.000000,0.000000
gene11972,53.274322,76.320290,93.059198,63.069424,38.791315,62.096807,45.810454
gene11973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11978,19.225467,27.474607,8.546111,10.754666,4.927064,1.607050,10.796919
gene11979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042759
gene11980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11983,0.000000,0.028788,0.000000,0.000000,0.000000,0.000000,0.000000
gene11984,0.000000,0.421637,0.000000,0.900428,10.569792,8.975192,0.000000
gene11985,0.000000,0.102262,7.248927,35.445411,0.000000,0.000000,0.000000
gene11986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11987,0.000000,0.000000,0.095743,0.000000,0.000000,0.000000,0.000000
gene11988,0.000000,0.000000,0.000000,0.000000,0.000000,0.201334,0.000000
gene11989,5.117099,1.265631,6.780525,0.900162,1.991859,0.262191,4.201229
gene11990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11993,125.232739,285.370580,255.255619,275.459569,264.457873,228.031930,187.174416
gene11994,4.939334,5.561377,13.982334,13.310754,1.888388,4.935544,1.812365
gene11995,19.386454,20.110750,10.108654,50.616784,20.224274,4.762325,32.867004
gene11996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene11998,0.361289,2.256828,11.823239,30.835737,60.010866,0.533056,11.053614
gene11999,0.000000,0.000000,3.982197,1.109849,0.000000,8.420516,1.119302
gene12000,0.231353,5.138409,4.945754,0.136414,9.603145,8.452352,3.763838
gene12001,0.040598,0.000000,0.000000,0.023938,0.000000,30.086547,9.966329
gene12002,0.000000,0.249745,0.000000,0.000000,0.000000,0.000000,0.000000
gene12003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12005,11.000963,0.159072,17.852771,25.090325,11.265664,0.000000,0.000000
gene12006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12007,0.000000,0.000000,0.000000,21.842863,0.000000,8.360844,20.282463
gene12008,31.141550,18.824188,67.070466,27.379815,19.364997,18.392405,29.908432
gene12009,0.178405,0.371477,0.000000,12.728431,0.000000,0.752068,0.000000
gene12010,15.503939,16.488900,7.858068,13.642167,0.039082,5.148125,7.766735
gene12011,9.697644,16.940340,18.568472,4.460283,5.388871,0.066021,17.984559
gene12012,0.000000,21.639759,5.243620,4.441309,0.000000,0.000000,4.028388
gene12013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12014,59.038183,16.967113,27.189589,26.864721,20.957960,111.738325,27.795913
gene12015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12017,185.915586,232.809289,233.668184,132.942405,438.788573,310.376902,760.868040
gene12018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12020,0.000000,3.921931,3.956711,0.000000,0.000000,0.000000,0.000000
gene12021,0.177564,0.000000,0.000000,0.000000,0.000000,0.074852,15.101256
gene12022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12023,6.997104,21.380816,22.353291,6.368391,0.000000,24.994870,25.856046
gene12024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12025,12.475122,0.000000,8.219787,17.986962,0.000000,0.000000,0.000000
gene12026,43.888971,17.714932,26.580404,67.741559,32.669707,29.774739,48.395924
gene12027,64.793404,56.180773,158.503670,62.861432,71.852392,18.631358,28.501578
gene12028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12029,0.000000,0.085918,1.377523,0.000000,6.355262,0.000000,20.259172
gene12030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12031,103.809471,142.721740,141.115227,102.695182,158.789008,203.938009,91.981378
gene12032,11.306244,5.885474,16.253781,17.965002,10.164813,9.594214,9.305678
gene12033,0.303687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12035,0.062135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12036,180.198025,124.152016,79.455841,58.296485,19.346457,96.822513,105.284051
gene12037,0.469961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12038,0.000000,0.000000,0.000000,0.015286,0.000000,0.000000,0.000000
gene12039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12040,73.653145,71.272300,144.169958,81.477488,90.936989,13.648016,87.405990
gene12041,6.531827,1.879036,0.000000,0.000000,0.000000,0.144921,64.109619
gene12042,168.811733,235.307784,167.108214,236.088034,182.124241,234.668421,174.142166
gene12043,104.378057,133.592599,236.158752,209.964309,228.955201,211.968990,429.296162
gene12044,33.092708,13.199531,18.815568,35.866022,28.120513,2.439788,37.777321
gene12045,0.000000,0.000000,1.876548,0.275507,7.819952,0.028139,6.296855
gene12046,0.029576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12047,1.230484,0.722651,0.166310,0.000000,0.077544,0.212805,0.160883
gene12048,6.954579,34.991224,5.544477,7.004685,0.020276,3.568133,5.282438
gene12049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12050,0.000000,0.025877,0.000000,0.000000,0.000000,0.000000,0.000000
gene12051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12052,0.000000,0.000000,1.235917,0.000000,1.811066,0.000000,0.292790
gene12053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12054,2.937804,6.235678,0.020007,9.050568,4.291182,5.952168,2.637743
gene12055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12059,0.435768,1.805067,0.008145,1.388589,0.000000,0.000000,0.837493
gene12060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12061,87.385395,17.458701,60.889319,76.743886,77.419751,60.736355,105.178517
gene12062,0.000000,0.000000,0.000000,0.000000,0.000000,1.048615,0.000000
gene12063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12064,0.068680,11.583361,37.288358,40.860142,26.332263,0.521136,30.217956
gene12065,0.000000,1.916130,0.000000,0.000000,0.000000,0.258649,0.000000
gene12066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12067,0.000000,13.848025,0.000000,0.000000,0.000000,0.000000,0.000000
gene12068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12069,6.545711,20.872643,3.121749,0.000000,2.420813,0.000000,0.000000
gene12070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12072,0.163128,2.632401,0.035828,5.819213,0.100231,0.997116,11.556271
gene12073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12075,0.000000,0.000000,0.000000,0.000000,0.000000,0.768880,0.465027
gene12076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056313
gene12077,38.780050,68.812578,19.463589,23.039943,32.132931,41.863993,88.400497
gene12078,19.962701,14.263039,11.156944,41.825725,46.854192,5.985327,10.486652
gene12079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12080,64.878078,5.210340,31.736189,25.377713,9.989169,69.466806,10.108356
gene12081,13.389014,26.229401,81.874379,50.792169,48.263073,25.756385,6.621203
gene12082,2.136993,13.589501,16.998159,32.863262,24.155294,18.138771,8.898423
gene12083,26.128438,26.164840,18.038583,53.570925,1.398524,11.833975,7.115736
gene12084,7.416387,28.436932,8.188828,10.561758,5.466340,7.346104,10.479997
gene12085,202.894648,149.887968,164.047266,149.313853,230.264822,105.393969,56.957607
gene12086,36.593391,31.560539,14.436562,25.105236,23.348231,5.872621,37.626359
gene12087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12088,99.432489,122.288237,117.022506,91.895510,151.520223,106.951813,149.154800
gene12089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12092,0.000000,0.000000,1.953924,0.000000,0.000000,6.704244,2.263765
gene12093,0.293843,19.535302,3.079357,6.039353,0.223536,0.000000,1.314887
gene12094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013042
gene12096,0.134838,0.000000,0.039486,0.079504,0.184108,0.075788,0.327408
gene12097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12098,144.778960,19.178399,54.164252,56.107797,38.766391,34.993160,5.199857
gene12099,105.461897,96.171231,52.432302,78.469684,110.534365,66.093655,94.895673
gene12100,3.702234,0.000000,10.633209,10.746823,8.107526,10.444538,0.103726
gene12101,4.987311,5.687851,2.699800,6.277947,0.000000,1.718565,0.097986
gene12102,0.125267,39.646481,7.813585,0.000000,0.102625,3.590835,36.044210
gene12103,36.588416,50.670830,33.617465,34.497604,25.433119,21.116409,16.132447
gene12104,0.000000,1.719732,0.000000,23.906707,0.000000,0.000000,5.195998
gene12105,0.000000,0.456926,0.165247,0.000000,5.598823,38.482967,17.538291
gene12106,2.345371,3.070723,0.374632,0.670503,16.215820,1.737705,0.000000
gene12107,178.203190,96.194719,226.890949,145.506354,133.280054,115.244834,92.297520
gene12108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12110,10.192231,0.707413,8.954164,1.716268,60.367249,3.031468,11.100577
gene12111,19.244499,0.847426,15.936355,8.536127,4.953681,4.068526,2.795277
gene12112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12113,1465.039273,1516.828236,1138.120273,1138.985830,1430.840111,1397.209646,1610.598995
gene12114,0.000000,0.000000,5.441261,0.000000,0.000000,16.501038,0.000000
gene12115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12116,0.000000,0.000000,0.000000,0.000000,19.712191,0.000000,21.422552
gene12117,23.906886,39.617850,25.097477,33.818249,53.411464,38.832580,85.078219
gene12118,128.360767,164.955011,100.278961,123.915985,105.665855,198.376754,281.865610
gene12119,3.902606,0.000000,0.000000,0.000000,0.127888,0.000000,0.000000
gene12120,0.000000,0.000000,1.653158,0.000000,0.000000,0.000000,0.000000
gene12121,416.587541,353.765412,506.492780,251.792601,491.013661,577.170949,193.786242
gene12122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12123,0.000000,0.000000,0.000000,0.000000,0.036433,6.224017,4.826928
gene12124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12125,0.052436,0.000000,0.000000,0.000000,6.701477,0.000000,2.215441
gene12126,0.000000,0.000000,1.739284,0.000000,0.147448,0.075870,0.131107
gene12127,0.000000,3.420577,0.000000,14.206554,2.018746,0.000000,0.000000
gene12128,25.477852,23.052324,54.163868,37.776975,0.235584,70.696355,41.475967
gene12129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12131,0.000000,0.000000,2.496919,0.000000,2.771951,0.057053,11.239228
gene12132,82.154584,71.196265,52.171542,70.847492,25.775076,15.824530,78.225478
gene12133,6.675604,0.772222,3.909804,5.021440,4.636253,17.208912,1.660979
gene12134,41.078396,17.751131,1.919036,6.225252,37.182834,1.278925,21.569838
gene12135,6.734906,3.528188,11.607490,11.281008,6.325850,0.036167,0.000000
gene12136,0.000000,0.073979,0.145663,0.055865,0.000000,12.321398,0.000000
gene12137,0.000000,9.943698,15.798050,6.796823,13.922615,8.496829,9.980461
gene12138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.862155
gene12140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12141,0.000000,4.279960,0.000000,0.831096,3.849149,9.111258,1.882395
gene12142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12144,232.099952,314.506174,203.248987,358.271913,296.400448,169.884687,391.737456
gene12145,0.000000,0.000000,0.000000,0.000000,2.070751,0.000000,0.712744
gene12146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12149,0.093282,0.485581,0.000000,0.000000,0.000000,33.739184,31.121792
gene12150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12153,0.000000,0.981385,0.000000,0.000000,0.000000,0.000000,27.638383
gene12154,0.000000,0.534890,16.985487,1.865456,6.535130,0.136788,0.039396
gene12155,27.979917,10.492691,13.683714,10.659239,17.495028,24.421828,46.539957
gene12156,15.170159,0.106714,8.329632,11.120593,12.008242,3.240707,39.797582
gene12157,4.302227,17.512302,10.805292,43.343465,16.130213,14.523100,10.409715
gene12158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12163,0.000000,0.000000,0.269665,0.000000,17.638779,0.036970,0.000000
gene12164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12165,1044.607653,601.269377,1457.986663,1563.160236,1941.256955,999.678480,2500.528301
gene12166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene12168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
